rt,serialno,division,puma10,puma20,region,st,adjhsg,adjinc,wgtp,np,typehugq,accessinet,acr,ags,bath,bdsp,bld,broadbnd,compothx,conp,dialup,elefp,elep,fs,fulfp,fulp,gasfp,gasp,hfl,hispeed,hotwat,insp,laptop,mhp,mrgi,mrgp,mrgt,mrgx,othsvcex,refr,rmsp,rntm,rntp,rwat,rwatpr,satellite,sink,smartphone,smp,stov,tablet,tel,ten,vacs,valp,veh,watfp,watp,yrblt,cplt,fincp,fparc,grntp,grpip,hhl,hhlanp,hhldragep,hhldrhisp,hhldrrac1p,hht,hht2,hincp,hugcl,hupac,hupaoc,huparc,kit,lngi,multg,mv,noc,npf,npp,nr,nrc,ocpip,partner,plm,plmprp,psf,r18,r60,r65,resmode,smocp,smx,srnt,sval,taxamt,wif,wkexrel,workstat,faccessp,facrp,fagsp,fbathp,fbdsp,fbldp,fbroadbndp,fcompothxp,fconp,fdialupp,felep,ffincp,ffsp,ffulp,fgasp,fgrntp,fhflp,fhincp,fhispeedp,fhotwatp,finsp,fkitp,flaptopp,fmhp,fmrgip,fmrgp,fmrgtp,fmrgxp,fmvp,fothsvcexp,fplmp,fplmprp,frefrp,frmsp,frntmp,frntp,frwatp,frwatprp,fsatellitep,fsinkp,fsmartphonp,fsmocp,fsmp,fsmxhp,fsmxsp,fstovp,ftabletp,ftaxp,ftelp,ftenp,fvacsp,fvalp,fvehp,fwatp,fyrbltp,wgtp1,wgtp2,wgtp3,wgtp4,wgtp5,wgtp6,wgtp7,wgtp8,wgtp9,wgtp10,wgtp11,wgtp12,wgtp13,wgtp14,wgtp15,wgtp16,wgtp17,wgtp18,wgtp19,wgtp20,wgtp21,wgtp22,wgtp23,wgtp24,wgtp25,wgtp26,wgtp27,wgtp28,wgtp29,wgtp30,wgtp31,wgtp32,wgtp33,wgtp34,wgtp35,wgtp36,wgtp37,wgtp38,wgtp39,wgtp40,wgtp41,wgtp42,wgtp43,wgtp44,wgtp45,wgtp46,wgtp47,wgtp48,wgtp49,wgtp50,wgtp51,wgtp52,wgtp53,wgtp54,wgtp55,wgtp56,wgtp57,wgtp58,wgtp59,wgtp60,wgtp61,wgtp62,wgtp63,wgtp64,wgtp65,wgtp66,wgtp67,wgtp68,wgtp69,wgtp70,wgtp71,wgtp72,wgtp73,wgtp74,wgtp75,wgtp76,wgtp77,wgtp78,wgtp79,wgtp80,family_type,median_sss,income,below_ess_inc,below_ess_finc,below_35_finc
H,2018HU0023747,5,51090,-9,3,51,1169060,1184371,22,1,1,1,NA,NA,1,1,05,1,2,NA,2,3,50,2,2,NA,4,30,1,1,9,NA,1,NA,NA,NA,NA,NA,2,1,2,2,680,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,1,NA,1980,NA,NA,NA,760,101,1,9500,58,01,1,6,05,3600,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,33,21,19,20,51,25,7,26,45,43,23,20,43,7,18,10,9,22,17,6,25,15,16,18,37,24,7,21,41,39,19,24,37,6,18,7,10,25,15,7,24,14,16,12,42,21,5,28,44,33,22,25,40,7,18,7,8,24,19,6,27,20,30,20,43,23,7,26,39,54,24,19,34,7,18,9,8,17,a1i0p0s0t0,28273.535,3600,Yes,NA,NA
H,2018HU0025871,5,51089,-9,3,51,1169060,1184371,31,5,1,1,2,1,1,4,02,1,2,0,2,3,200,2,2,NA,3,NA,3,1,9,1200,2,NA,1,910,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,130000,5,2,NA,1970,1,73300,4,NA,NA,1,9500,75,01,2,1,02,73300,0,4,4,4,1,1,2,7,0,5,0,0,0,18,0,1,9,0,0,2,2,1,1110,3,0,1,925,3,08,07,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,33,38,41,49,9,24,12,24,38,9,37,34,8,12,46,22,31,77,24,21,11,48,28,40,58,23,43,22,37,64,26,8,51,47,12,27,28,16,23,40,82,24,34,25,7,52,10,41,26,10,42,76,10,12,49,33,34,39,9,33,14,28,30,20,47,54,51,47,24,50,34,13,36,38,11,23,23,8,83,a5c0,67524.63,73300,No,No,No
H,2018HU0028241,5,51090,-9,3,51,1169060,1184371,16,1,1,1,NA,NA,1,2,06,1,2,NA,2,3,70,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,3,2,1400,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,1,NA,1990,NA,NA,NA,1470,19,1,9500,30,01,1,4,09,93000,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,18,6,20,28,15,4,6,18,18,6,20,16,53,22,14,34,5,20,20,25,12,5,16,20,16,4,6,14,14,8,31,18,25,27,15,35,4,15,17,14,20,21,14,6,16,23,25,12,20,25,7,22,7,6,16,7,21,15,16,18,18,39,21,4,15,27,27,21,16,28,4,10,3,6,21,5,29,15,a1i0p0s0t0,28273.535,93000,No,NA,NA
H,2018HU0028332,5,51089,-9,3,51,1169060,1184371,24,3,1,1,2,1,1,4,02,1,2,0,2,3,280,2,3,150,3,NA,3,1,9,450,1,NA,2,610,2,1,2,1,10,NA,NA,1,9,1,1,1,NA,1,1,1,1,NA,225000,6,2,NA,1970,NA,85700,4,NA,NA,1,9500,62,01,1,3,07,85700,0,4,4,4,1,1,1,7,0,3,0,0,0,15,0,1,9,1,0,1,0,3,1069,3,0,1,1550,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,27,23,8,22,48,38,44,21,26,22,26,20,5,8,7,25,49,33,21,6,22,21,8,22,37,36,48,22,20,26,20,22,6,8,9,23,39,36,24,7,21,26,7,22,41,38,34,23,28,25,26,25,7,7,7,22,38,45,25,6,23,26,7,24,39,35,43,22,26,24,23,23,7,7,7,25,37,38,a3i0p0s0t0,51757.69,85700,No,No,No
H,2018HU0029179,5,51090,-9,3,51,1169060,1184371,20,1,1,1,1,NA,1,3,02,1,2,0,2,3,120,2,2,NA,4,100,1,1,9,600,1,NA,1,1200,1,1,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,230000,2,3,840,1960,NA,NA,NA,NA,NA,1,9500,70,01,1,4,09,119700,0,4,4,4,1,1,1,4,0,NA,0,0,0,15,0,1,9,0,0,1,1,3,1490,3,0,1,2450,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,25,22,16,28,18,6,27,46,9,22,24,5,16,7,13,17,24,28,7,23,6,19,20,4,18,40,6,7,44,23,23,41,19,34,21,21,26,6,38,13,24,14,18,28,19,6,32,31,8,20,23,6,19,7,17,19,27,38,8,18,6,22,19,6,21,40,6,8,49,21,21,32,19,35,16,17,23,6,a1i0p0s0t0,28273.535,119700,No,NA,NA
H,2018HU0029351,5,51089,-9,3,51,1169060,1184371,20,1,1,1,2,1,1,3,02,1,2,0,2,3,170,2,2,NA,3,NA,3,2,9,1100,1,NA,NA,NA,NA,3,2,1,7,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,321000,3,2,NA,1990,NA,NA,NA,NA,NA,1,9500,82,01,1,4,09,39060,0,4,4,4,1,1,1,6,0,NA,0,0,0,14,0,1,9,0,0,1,1,1,441,NA,0,1,2150,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,18,7,19,17,6,21,40,27,34,27,20,19,23,26,8,6,7,30,28,30,17,6,23,19,6,21,27,29,41,22,23,23,16,15,6,6,7,7,19,6,18,38,20,17,48,23,5,6,7,17,20,21,19,19,31,33,35,6,25,6,17,37,20,21,33,23,7,5,5,23,20,27,27,17,37,38,34,47,a1i0p0s0t0,28273.535,39060,No,NA,NA
H,2018HU0029647,5,51089,-9,3,51,1169060,1184371,22,3,1,1,1,NA,1,4,02,1,2,0,2,3,50,2,2,NA,4,280,1,1,9,1800,1,NA,1,2100,1,1,2,1,8,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,390000,2,3,1500,1939,2,317400,4,NA,NA,1,9500,41,01,1,1,02,317400,0,4,4,4,1,1,1,5,0,3,0,0,0,10,0,1,9,0,0,1,1,1,2555,3,0,1,4350,2,02,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,22,19,39,37,6,6,53,28,7,29,36,22,19,7,25,19,24,19,19,42,25,23,5,6,35,34,9,34,33,6,7,24,21,25,18,27,19,17,26,8,23,18,32,35,7,8,34,19,6,35,32,21,22,8,26,17,20,22,22,38,21,16,4,8,36,35,6,23,31,7,7,21,22,34,28,28,20,20,a3i0p0s0t0,51757.69,317400,No,No,No
H,2018HU0030442,5,51090,-9,3,51,1169060,1184371,32,1,1,1,NA,NA,1,1,08,1,1,NA,2,3,90,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,3,2,1100,1,9,2,1,1,NA,1,2,1,3,NA,NA,1,1,NA,2000,NA,NA,NA,1190,41,1,9500,23,01,1,4,09,35000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,9,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,12,40,25,11,45,37,23,12,34,23,57,38,44,13,42,36,25,55,26,45,16,10,7,35,45,10,56,47,40,52,46,75,12,28,28,32,6,63,9,27,6,44,45,14,36,33,35,16,23,26,42,36,55,14,47,61,25,45,31,46,30,7,9,28,33,10,42,26,42,40,43,58,15,42,41,53,12,41,22,a1i0p0s0t0,28273.535,35000,No,NA,NA
H,2018HU0030740,5,51090,-9,3,51,1169060,1184371,26,1,1,1,NA,NA,1,2,09,1,2,NA,2,3,80,2,2,NA,2,NA,1,1,9,NA,1,NA,NA,NA,NA,NA,2,1,3,2,2100,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,1,NA,2000,NA,NA,NA,2180,60,1,9500,29,01,9,6,05,43500,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,30,13,23,5,60,28,12,8,30,32,36,27,26,37,15,10,45,47,21,52,23,8,24,6,63,21,7,10,25,33,24,39,26,28,19,8,41,7,17,6,32,46,20,46,11,19,43,35,25,14,27,43,32,12,26,43,7,9,25,8,33,74,28,37,7,38,42,41,31,23,23,21,16,8,45,45,7,59,a1i0p0s0t0,28273.535,43500,No,NA,NA
H,2018HU0032840,5,51089,-9,3,51,1169060,1184371,34,2,1,1,NA,NA,1,2,07,1,2,NA,2,3,120,2,2,NA,3,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,6,2,1700,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,3,600,2000,3,NA,NA,1870,25,1,9500,31,01,1,5,04,90000,0,4,4,4,1,1,1,1,0,NA,0,1,0,NA,2,1,9,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,9,10,56,58,10,34,53,10,10,31,29,55,38,40,33,30,55,33,27,38,58,60,12,11,54,40,12,57,48,31,29,8,33,34,32,37,10,40,38,36,10,10,56,59,12,26,55,9,9,36,33,54,40,30,35,41,41,27,34,37,54,53,10,8,66,31,11,51,55,34,31,15,36,29,37,33,10,34,31,a2i0p0s0t0,43378.545,90000,No,NA,NA
H,2018HU0033515,5,51089,-9,3,51,1169060,1184371,17,2,1,3,3,3,1,3,02,NA,2,0,NA,3,240,2,3,900,3,NA,3,NA,9,780,1,NA,NA,NA,NA,3,NA,1,9,NA,NA,1,9,NA,1,1,NA,1,2,1,2,NA,350000,4,2,NA,1960,1,90000,4,NA,NA,1,9500,58,01,1,1,02,90000,0,4,4,4,1,1,1,6,0,2,0,0,0,8,0,1,9,0,0,0,0,1,593,NA,0,0,2550,2,01,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,5,14,28,5,6,28,17,18,31,22,34,17,15,19,5,16,6,4,14,16,33,20,5,30,31,3,20,19,5,21,6,18,14,15,33,18,26,28,14,20,5,15,31,5,5,29,18,18,27,18,31,16,18,18,5,20,5,6,16,17,26,17,5,35,28,6,16,17,5,20,5,16,17,15,34,20,26,30,a2i0p0s0t0,43378.545,90000,No,No,No
H,2018HU0036065,5,51090,-9,3,51,1169060,1184371,25,1,1,1,NA,NA,1,2,04,1,2,NA,2,3,120,2,2,NA,4,10,1,1,9,NA,1,NA,NA,NA,NA,NA,2,1,5,NA,NA,1,9,2,1,1,NA,1,1,1,4,NA,NA,2,3,40,1970,NA,NA,NA,NA,NA,1,9500,66,01,1,6,05,16900,0,4,4,4,1,1,1,5,0,NA,0,0,0,NA,0,1,9,0,0,1,1,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,29,43,7,46,24,28,25,24,22,29,9,40,21,28,41,37,31,25,26,26,46,28,23,26,44,7,7,8,7,51,33,24,7,44,26,28,39,37,36,39,22,7,41,8,24,30,21,24,27,25,42,9,26,28,7,9,27,25,28,22,9,28,28,29,7,41,43,48,42,9,30,24,42,6,25,25,8,7,a1i0p0s0t0,28273.535,16900,Yes,NA,NA
H,2018HU0036889,5,51089,-9,3,51,1169060,1184371,11,3,1,1,NA,NA,1,2,05,1,2,NA,2,3,120,2,2,NA,1,NA,3,2,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,1100,1,9,2,1,1,NA,1,1,1,3,NA,NA,2,1,NA,1970,NA,33100,2,1220,44,1,9500,45,01,1,3,07,33100,1,2,4,2,1,1,2,1,0,3,0,0,1,NA,0,1,9,1,1,0,0,3,NA,NA,1,0,NA,2,14,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,2,13,23,11,3,14,13,3,13,18,22,19,12,11,10,13,18,10,3,3,3,13,18,13,3,14,13,2,10,17,17,18,11,11,11,10,3,14,21,23,17,9,3,11,25,9,10,17,13,4,4,3,9,13,12,9,4,11,22,17,20,15,3,12,17,13,13,17,13,3,3,3,10,12,9,10,24,a2i0p0s1t0,56217.130000000005,33100,Yes,Yes,Yes
H,2018HU0037160,5,51090,-9,3,51,1169060,1184371,12,1,1,1,1,NA,1,2,02,1,2,0,2,3,120,2,2,NA,4,70,1,1,9,500,1,NA,NA,NA,NA,3,2,1,6,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,450000,1,3,600,1990,NA,NA,NA,NA,NA,1,9500,67,01,1,6,05,141800,0,4,4,4,1,1,1,2,0,NA,0,0,0,5,0,1,9,0,0,1,1,3,578,NA,0,1,3550,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,3,13,3,3,13,4,21,12,13,12,23,14,4,12,21,20,12,12,16,5,20,12,21,18,12,26,3,11,12,12,4,14,22,14,3,4,12,10,11,4,21,12,21,21,11,22,4,11,12,12,4,14,24,12,4,4,12,12,12,20,4,16,4,4,12,4,31,15,14,15,23,11,4,11,20,20,12,16,a1i0p0s0t0,28273.535,141800,No,NA,NA
H,2018HU0038281,5,51090,-9,3,51,1169060,1184371,40,2,1,1,NA,NA,1,2,07,1,2,NA,2,3,90,2,2,NA,3,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,4,2,1200,1,9,2,1,1,NA,1,1,1,3,NA,NA,2,3,420,2010,1,59000,4,1325,27,1,9500,27,01,1,1,02,59000,0,4,4,4,1,1,1,1,0,2,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,2,02,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,15,30,38,58,57,12,14,72,34,15,66,68,46,50,11,38,47,34,26,38,67,31,36,23,16,52,68,14,39,51,19,26,50,45,56,34,36,27,24,30,55,42,44,14,16,78,71,18,42,48,13,21,38,24,65,42,45,36,31,43,17,50,47,76,55,10,12,54,41,9,64,92,45,29,10,48,55,44,39,a2i0p0s0t0,43378.545,59000,No,No,No
H,2018HU0039251,5,51089,-9,3,51,1169060,1184371,5,1,1,1,NA,NA,1,1,06,1,2,NA,2,3,80,2,2,NA,1,NA,3,1,9,NA,1,NA,NA,NA,NA,NA,2,1,3,2,1300,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,1,NA,2000,NA,NA,NA,1380,46,1,9500,24,01,9,6,05,36000,0,4,4,4,1,1,1,2,0,NA,0,0,0,NA,0,1,9,0,0,0,0,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,8,2,10,5,6,4,1,2,1,4,15,7,3,8,11,1,2,4,2,1,2,5,5,4,3,11,15,14,11,4,2,5,4,4,4,4,14,5,12,10,8,5,5,4,8,7,3,2,3,6,11,4,1,3,3,1,1,4,2,2,2,3,5,5,6,3,6,8,7,5,3,6,13,7,8,14,11,a1i0p0s0t0,28273.535,36000,No,NA,NA
H,2018HU0039469,5,51090,-9,3,51,1169060,1184371,15,1,1,3,NA,NA,1,1,09,NA,2,NA,NA,1,NA,2,2,NA,3,NA,3,NA,9,NA,2,NA,NA,NA,NA,NA,NA,1,4,1,1900,1,9,NA,1,2,NA,1,2,1,3,NA,NA,0,1,NA,1990,NA,NA,NA,1900,74,1,9500,90,01,1,6,05,30700,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,9,0,0,1,1,3,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,27,14,4,14,27,29,16,18,24,5,15,5,4,18,4,21,14,16,14,16,26,15,5,15,26,23,15,13,23,4,11,5,6,15,4,26,15,16,16,18,28,17,5,14,25,23,14,13,31,5,15,4,4,15,5,30,15,14,13,13,25,13,4,14,24,26,14,16,24,4,16,5,4,17,5,24,16,16,a1i0p0s0t0,28273.535,30700,No,NA,NA
H,2018HU0040382,5,51090,-9,3,51,1169060,1184371,81,4,1,1,NA,NA,1,3,07,1,2,NA,2,3,250,1,2,NA,3,NA,3,2,9,NA,2,NA,NA,NA,NA,NA,2,1,5,2,980,1,9,2,1,1,NA,1,1,1,3,NA,NA,1,1,NA,1980,NA,15500,3,1230,95,1,9500,29,01,2,3,06,15500,0,3,3,3,1,1,1,3,3,4,0,0,3,NA,0,1,9,0,1,0,0,2,NA,NA,1,0,NA,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,33,27,126,32,101,103,106,85,115,52,90,32,116,79,28,89,76,101,89,118,119,60,61,106,26,130,75,123,100,29,130,57,76,29,70,31,23,96,123,73,34,37,113,23,70,57,112,123,121,67,89,32,103,88,36,83,64,64,110,129,52,83,105,62,28,135,73,76,61,36,118,72,83,25,69,32,35,182,74,a1i1p1s1t0,79198.85,15500,Yes,Yes,Yes
H,2018HU0041598,5,51090,-9,3,51,1169060,1184371,8,1,1,1,NA,NA,1,1,07,1,2,NA,2,3,140,2,2,NA,2,NA,3,2,9,NA,2,NA,NA,NA,NA,NA,2,1,4,2,850,1,9,2,1,1,NA,1,2,1,3,NA,NA,0,2,NA,1960,NA,NA,NA,990,66,1,9500,64,01,1,4,09,18000,0,4,4,4,1,1,1,5,0,NA,0,0,0,NA,0,1,9,0,0,1,0,1,NA,NA,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,12,9,2,15,3,9,9,9,8,9,9,15,2,7,7,3,3,7,2,8,8,2,9,9,8,2,13,16,14,13,3,7,7,16,2,10,9,11,9,14,15,8,3,14,2,8,10,8,7,8,10,13,2,8,8,3,2,8,2,8,9,2,8,9,8,2,15,16,13,13,3,9,10,14,2,7,7,13,a1i0p0s0t0,28273.535,18000,Yes,NA,NA
H,2018HU0043188,5,51090,-9,3,51,1169060,1184371,22,1,1,1,1,NA,1,4,02,1,2,0,2,3,160,2,3,1200,3,NA,4,1,9,800,1,NA,1,1200,1,1,2,1,10,NA,NA,1,9,2,1,1,NA,1,2,1,1,NA,325000,4,3,600,1970,NA,NA,NA,NA,NA,1,9500,46,01,1,4,09,75000,0,4,4,4,1,1,1,4,0,NA,0,0,0,24,0,1,9,0,0,0,0,1,1510,3,0,1,1750,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,35,22,6,41,5,26,21,21,20,22,20,33,6,25,18,6,7,19,41,17,23,37,20,23,21,32,6,8,6,8,45,20,22,7,46,23,23,6,19,8,6,20,42,7,33,24,19,20,21,25,22,8,36,25,22,34,40,22,7,19,30,6,24,26,19,6,26,39,33,36,8,16,20,32,6,23,22,35,a1i0p0s0t0,28273.535,75000,No,NA,NA
H,2018HU0044359,5,51090,-9,3,51,1169060,1184371,20,2,1,1,1,NA,1,4,02,1,2,0,2,3,260,2,2,NA,4,20,3,1,9,800,1,NA,1,1400,1,1,2,1,8,NA,NA,1,9,2,1,1,NA,1,1,1,1,NA,325000,1,3,300,2000,1,75000,4,NA,NA,1,9500,65,01,1,1,02,75000,0,4,4,4,1,1,1,4,0,2,0,0,0,27,0,1,9,0,0,2,2,3,1705,3,0,1,1550,1,06,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,18,33,5,6,22,20,32,23,21,21,21,26,18,23,6,7,39,17,37,8,23,35,6,6,17,16,34,21,20,19,16,36,20,18,6,5,31,24,5,31,21,7,27,33,18,18,6,17,19,18,18,6,20,16,28,37,5,18,6,34,17,5,29,37,23,18,5,25,25,29,18,4,20,22,34,31,6,17,a2i0p0s0t0,43378.545,75000,No,No,No
H,2018HU0047618,5,51089,-9,3,51,1169060,1184371,12,4,1,1,3,1,1,3,02,2,2,0,2,3,230,2,2,NA,4,150,2,2,9,0,1,NA,2,1600,1,1,2,1,8,NA,NA,1,9,1,1,1,NA,1,1,1,1,NA,450000,1,2,NA,1939,1,489000,2,NA,NA,1,9500,40,01,1,1,01,489000,0,2,2,2,1,1,1,5,2,4,0,0,2,5,0,1,9,0,1,0,0,1,1980,3,0,0,1250,2,02,01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,14,10,4,11,22,3,3,17,14,10,24,11,18,12,13,12,4,14,11,4,10,12,4,12,18,3,3,18,11,11,19,11,17,12,14,12,3,24,10,3,9,13,3,11,19,4,3,17,13,12,18,15,20,12,12,12,3,23,11,3,11,10,3,11,19,3,3,18,11,11,19,10,20,12,11,13,4,22,a2i0p0s1t1,58348.045,489000,No,No,No
H,2018HU0051534,5,51090,-9,3,51,1169060,1184371,18,6,1,1,2,1,1,5,02,1,2,0,2,3,290,2,2,NA,4,40,3,1,9,3500,1,NA,NA,NA,NA,3,2,1,12,NA,NA,1,9,2,1,1,NA,1,1,1,2,NA,800000,3,3,610,2000,1,291000,2,NA,NA,1,9500,48,01,1,1,01,291000,0,2,2,2,1,1,1,3,4,6,0,0,4,4,0,1,9,0,1,0,0,3,968,NA,0,1,3550,2,01,01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,19,5,15,18,33,6,27,33,22,17,5,5,33,20,13,16,29,31,20,17,20,22,24,18,5,24,6,5,15,19,29,30,5,20,18,14,6,33,20,23,20,33,23,16,6,32,5,5,15,16,33,29,5,18,17,15,6,5,18,19,19,5,18,19,32,5,24,33,17,15,5,5,35,16,16,21,31,6,a2i0p0s3t1,83327.78,291000,No,No,No
