below_ess_finc,shelter_burden,count,percent
No,Not Burdened,45745,92.63496820703901
No,Burdened,3169,6.4173180511117405
No,Severely Burdened,468,0.9477137418492568
Yes,Not Burdened,5918,43.263396447108704
Yes,Burdened,3326,24.3146428832517
Yes,Severely Burdened,4435,32.421960669639596
